adres,afgifte_type,bestand,co2,energielabel,ep1_beng1,ep2_beng2,ep3_beng3,gebouwtype,pad,tapwater_toestel,tapwater_type,tojuli,ventilatie_systeem,ventilatie_variant,verwarming_rendement,verwarming_type
"Wilsonsplein 17, 2011VG Haarlem - 17-C",VERW-AFG_TYPE_AFG_RAD,"Wilsonsplein 17, 2011VG Haarlem - 17-C_2025-05-26.uniec3",,C,"116,58","242,08","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wilsonsplein 17C, 2011VG Haarlem/Opname/Van adviseur/Wilsonsplein 17, 2011VG Haarlem - 17-C_2025-05-26.uniec3",Nefit 9000i AquaPower Plus HRC 45/CW6,TAPW-OPWEK_TYPE_12,"3,33",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Geraniumstraat 68, 1431 SV Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Geraniumstraat 68, 1431 SV Aalsmeer_2025-11-24.uniec3",,C,"125,29","228,36","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Geraniumstraat 68, 1431 SV Aalsmeer, Nederland/Opname/Van adviseur/Geraniumstraat 68, 1431 SV Aalsmeer_2025-11-24.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,62",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Admiralengracht 154, 1057 GH Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Admiralengracht 154, 1057 GH Amsterdam_2025-01-23.uniec3",,D,"167,32","257,22","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Admiralengracht 154, 1057 GH Amsterdam/Opname/Van adviseur/Admiralengracht 154, 1057 GH Amsterdam_2025-01-23.uniec3",Intergas Kombi Kompakt HR 22,TAPW-OPWEK_TYPE_12,"2,16",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
Manegelaan 61 2131 XA Hoofddorp,VERW-AFG_TYPE_AFG_VLV,Manegelaan 61 2131 XA Hoofddorp_2025-09-16.uniec3,,A+,"90,65","100,72","28,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Manegelaan 61, 2131 XA Hoofddorp, Nederland/Opname/Van adviseur/Manegelaan 61 2131 XA Hoofddorp_2025-09-16.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,08",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Hooilaan 26, 1424 SH De Kwakel",VERW-AFG_TYPE_AFG_VLV,"Hooilaan 26, 1424 SH De Kwakel_2025-06-10.uniec3",,A,"116,32","137,25","22,2",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hooilaan 26, 1424 SH De Kwakel/Opname/Van adviseur/Hooilaan 26, 1424 SH De Kwakel_2025-06-10.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,58",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp",VERW-AFG_TYPE_AFG_VLV,"Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp_2025-06-02.uniec3",,A,"79,18","110,43","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp/Opname/Van adviseur/Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp_2025-06-02.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,73",9,VARIANT_C1,"0,975",VERW-OPWEK_TYPE_H
"Van Nijenrodeweg 831, 1082JM Amsterdam___",VERW-AFG_TYPE_AFG_RAD,"Van Nijenrodeweg 831, 1082JM Amsterdam____2025-06-11.uniec3",,D,"219,60","154,86","45,2",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Nijenrodeweg 831, 1082 JN Amsterdam/Opname/Van adviseur/Van Nijenrodeweg 831, 1082JM Amsterdam____2025-06-11.uniec3",hotfill boiler (met/zonder elektrisch element),TAPW-OPWEK_TYPE_23,"1,80",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Praamplein 22-C, 1431 CW Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Praamplein 22-C, 1431 CW Aalsmeer_2025-11-07.uniec3",,B,"82,33","173,50","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Praamplein 22, 1431 CW Aalsmeer, Nederland/Opname/Van adviseur/Praamplein 22-C, 1431 CW Aalsmeer_2025-11-07.uniec3",Nefit Smartline Basic HRC24 CW3,TAPW-OPWEK_TYPE_12,"1,19",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Buitenhof 55, 1421 LA Uithoorn",VERW-AFG_TYPE_AFG_RAD,"Buitenhof 55, 1421 LA Uithoorn_2025-08-07.uniec3",,A,"71,25","115,34","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Buitenhof 55, 1421 LA Uithoorn/Opname/Van adviseur/Buitenhof 55, 1421 LA Uithoorn_2025-08-07.uniec3",Intergas Kombi Kompakt HR 36/30,TAPW-OPWEK_TYPE_12,"0,98",3436,VARIANT_D2,"0,950",VERW-OPWEK_TYPE_H
"Van Heijningenstraat 30, 1433 NX Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Van Heijningenstraat 30, 1433 NX Kudelstaart_2025-07-09.uniec3",,B,"103,91","170,52","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Heijningenstraat 30, 1433 NX Kudelstaart/Opname/Van adviseur/Van Heijningenstraat 30, 1433 NX Kudelstaart_2025-07-09.uniec3",Nefit Trendline HRC25 CW4 II,TAPW-OPWEK_TYPE_12,"2,25",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Meerkoetlaan 84, 3645 JP Vinkeveen__",VERW-AFG_TYPE_AFG_LV,"Meerkoetlaan 84, 3645 JP Vinkeveen___2025-07-31.uniec3",,A,"151,99","152,60","33,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Meerkoetlaan 84, 3645 JP Vinkeveen/Opname/Van adviseur/Meerkoetlaan 84, 3645 JP Vinkeveen___2025-07-31.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"3,32",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_A
Rosa Spierstra"Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp",VERW-AFG_TYPE_AFG_VLV,"Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp_2025-06-02.uniec3",,A,"79,18","110,43","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp/Opname/Van adviseur/Fanny Blankers-Koenlaan 51, 2134 CT Hoofddorp_2025-06-02.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,73",9,VARIANT_C1,"0,975",VERW-OPWEK_TYPE_H
"Van Nijenrodeweg 831, 1082JM Amsterdam___",VERW-AFG_TYPE_AFG_RAD,"Van Nijenrodeweg 831, 1082JM Amsterdam____2025-06-11.uniec3",,D,"219,60","154,86","45,2",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Nijenrodeweg 831, 1082 JN Amsterdam/Opname/Van adviseur/Van Nijenrodeweg 831, 1082JM Amsterdam____2025-06-11.uniec3",hotfill boiler (met/zonder elektrisch "Hortensialaan 103, 1431 VB Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Hortensialaan 103, 1431 VB Aalsmeer_2025-04-13.uniec3",,E,"220,67","319,61","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hortensialaan 103, 1431 VB Aalsmeer/Opname/Van adviseur/Hortensialaan 103, 1431 VB Aalsmeer_2025-04-13.uniec3",keukengeiser (max. 13 kW),TAPW-OPWEK_TYPE_14,"0,73",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Schweitzerlaan 41, 1187 JA Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Schweitzerlaan 41, 1187 JA Amstelveen_2025-12-04.uniec3",2942,A,"95,17","150,19","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schweitzerlaan 41, 1187 JA Amstelveen, Nederland/Opname/Van adviseur/Schweitzerlaan 41, 1187 JA Amstelveen_2025-12-04.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,11",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Korfstraat 17, 1433 DE Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Korfstraat 17, 1433 DE Kudelstaart_2025-05-23.uniec3",,A,"100,38","132,18","16,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Korfstraat 17, 1433 DE Kudelstaart/Opname/Van adviseur/Korfstraat 17, 1433 DE Kudelstaart_2025-05-23.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,87",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Jacob Boekestraat 77, 2152 AE Nieuw-Vennep",VERW-AFG_TYPE_AFG_RAD,"Jacob Boekestraat 77, 2152 AE Nieuw-Vennep_2025-12-02.uniec3",2819,D,"141,00","279,34","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Jacob Boekestraat 77, 2152 AE Nieuw-Vennep, Nederland/Opname/Van adviseur/Jacob Boekestraat 77, 2152 AE Nieuw-Vennep_2025-12-02.uniec3",HR(-107) ketel,TAPW-OPWEK_TYPE_12,"1,51",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Burgemeester Hogguerstraat 459, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 459, 1064 EB Amsterdam__2025-07-03.uniec3",,A,"95,17","150,11","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 459, 1064 EB Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 459, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,57",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Boomgaard 89, 1432 LD Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Boomgaard 89, 1432 LD Aalsmeer_2025-05-07.uniec3",,A,"94,35","136,83","10,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Boomgaard 89, 1432 LD Aalsmeer /Opname/Van adviseur/Boomgaard 89, 1432 LD Aalsmeer_2025-05-07.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,62",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"John Coltranestraat 7, 1066 GN Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"John Coltranestraat 7, 1066 GN Amsterdam__2025-05-21.uniec3",,A,"93,13","153,98","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/John Coltranestraat 7, 1066 GN Amsterdam/Opname/Van adviseur/John Coltranestraat 7, 1066 GN Amsterdam__2025-05-21.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,46",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Etta Palmstraat 92, 2135 LH Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Etta Palmstraat 92, 2135 LH Hoofddorp_2025-04-13.uniec3",,A,"89,33","122,91","18,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Etta Palmstraat 92, 2135 LH Hoofddorp /Opname/Van adviseur/Etta Palmstraat 92, 2135 LH Hoofddorp_2025-04-13.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"0,58",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Rozengracht 158-C, 1016 NJ Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Rozengracht 158-C, 1016 NJ Amsterdam__2025-02-17.uniec3",,E,"214,13","324,70","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Rozengracht 158-C, 1016 NJ Amsterdam/Opname/Van adviseur/Rozengracht 158-C, 1016 NJ Amsterdam__2025-02-17.uniec3",Remeha Avanta 24c,TAPW-OPWEK_TYPE_12,"3,80",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Amstelveenseweg 126-1, 1075XL Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Amstelveenseweg 126-1, 1075XL Amsterdam__2025-07-08.uniec3",,E,"240,43","327,49","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Amstelveenseweg 126-1, 1075XL Amsterdam/Opname/Van adviseur/Amstelveenseweg 126-1, 1075XL Amsterdam__2025-07-08.uniec3",Intergas Kombi Kompact HRE 36/48 A,TAPW-OPWEK_TYPE_12,"1,74",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Flevolaan 9, 1181 EZ Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Flevolaan 9, 1181 EZ Amstelveen__2025-05-28.uniec3",,C,"112,85","212,15","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Flevolaan 9, 1181 EZ Amstelveen/Opname/Van adviseur/Flevolaan 9, 1181 EZ Amstelveen__2025-05-28.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"3,23",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
Pallieterstraat 39 - 39 A  1183 LB Amstelveen,VERW-AFG_TYPE_AFG_RAD,Pallieterstraat 39 - 39 A  1183 LB Amstelveen_2025-09-09.uniec3,,D,"164,76","256,49","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Pallieterstraat 39 - 39-A, 1183 LB Amstelveen, Nederland/Opname/Van adviseur/Pallieterstraat 39 - 39 A  1183 LB Amstelveen_2025-09-09.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,00",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Groeneweg 7, 2141 XC Vijfhuizen_",VERW-AFG_TYPE_AFG_VLV,"Groeneweg 7, 2141 XC Vijfhuizen__2025-10-31.uniec3",,A,"110,10","146,34","9,8",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Groeneweg 7, 2141 XC Vijfhuizen, Nederland/Opname/Van adviseur/Groeneweg 7, 2141 XC Vijfhuizen__2025-10-31.uniec3",Nefit Trendline HRC25 CW4 II,TAPW-OPWEK_TYPE_12,"1,41",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Celsiusplantsoen 6, 1171 BX Badhoevedorp_",VERW-AFG_TYPE_AFG_VLV,"Celsiusplantsoen 6, 1171 BX Badhoevedorp__2025-11-28.uniec3",4851,A,"110,38","127,37","27,2",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Celsiusplantsoen 6, 1171 BX Badhoevedorp, Nederland/Opname/Van adviseur/Celsiusplantsoen 6, 1171 BX Badhoevedorp__2025-11-28.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,98",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Uiterweg 173, 1431 AE Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Uiterweg 173, 1431 AE Aalsmeer_2025-12-19.uniec3",3973,B,"105,04","177,78","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Uiterweg 173, 1431 AE Aalsmeer, Nederland/Opname/Van adviseur/Uiterweg 173, 1431 AE Aalsmeer_2025-12-19.uniec3",Remeha Quinta 28c,TAPW-OPWEK_TYPE_12,"1,52",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Runmoolen 28, 1181 NZ Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Runmoolen 28, 1181 NZ Amstelveen_2025-04-16.uniec3",,A+,"163,55","88,30","62,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Runmoolen 28, 1181 NZ Amstelveen/Opname/Van adviseur/Runmoolen 28, 1181 NZ Amstelveen_2025-04-16.uniec3",Vaillant VHR NL 30-34/5-5,TAPW-OPWEK_TYPE_12,"3,09",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Fort Diemerdamstraat 15, 1384 AH Weesp_",VERW-AFG_TYPE_AFG_VLV,"Fort Die"Flevolaan 9, 1181 EZ Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Flevolaan 9, 1181 EZ Amstelveen__2025-05-28.uniec3",,C,"112,85","212,15","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Flevolaan 9, 1181 EZ Amstelveen/Opname/Van adviseur/Flevolaan 9, 1181 EZ Amstelveen__2025-05-28.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"3,23",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
Pallieterstraat 39 - 39 A  1183 LB Amstelveen,VERW-AFG_TYPE_AFG_RAD,Pallieterstraat 39 - 39 A  1183 LB Amstelveen_2025-09-09.uniec3,,D,"164,76","256,49","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Pallieterstraat 39 - 39-A, 1183 LB Amstelveen, Nederland/Opname/Van adviseur/Pallieterstraat 39 - 39 A  1183 LB Amstelveen_2025-09-09.uniec3",elektrische b"Turnhoutplantsoen 47, 1066 NR Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Turnhoutplantsoen 47, 1066 NR Amsterdam_2025-09-07.uniec3",,A,"96,55","152,65","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Turnhoutplantsoen 47, 1066 NR Amsterdam, Nederland/Opname/Van adviseur/Turnhoutplantsoen 47, 1066 NR Amsterdam_2025-09-07.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,10",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Zeelandiahoeve 173, 1187 MA Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Zeelandiahoeve 173, 1187 MA Amstelveen__2025-05-11.uniec3",,A,"57,02","113,30","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Zeelandiahoeve 173, 1187 MA Amstelveen/Opname/Van adviseur/Zeelandiahoeve 173, 1187 MA Amstelveen__2025-05-11.uniec3",Nefit Proline NxT HRC24 CW3,TAPW-OPWEK_TYPE_12,"1,13",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Van Groningenhof 1, 2134 LS Hoofddorp",VERW-AFG_TYPE_AFG_VLV,"Van Groningenhof 1, 2134 LS Hoofddorp_2025-05-26.uniec3",,A+,"88,60","89,01","41,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Van Groningenhof 1, 2134 LS Hoofddorp/Opname/Van adviseur/Van Groningenhof 1, 2134 LS Hoofddorp_2025-05-26.uniec3",naverwarmer - HR(-107) ketel,TAPW-OPWEK_TYPE_19,"2,60",9,VARIANT_C1,"0,900",VERW-OPWEK_TYPE_H
"Ter Braaklaan 21, 1422 CT Uithoorn",VERW-AFG_TYPE_AFG_RAD,"Ter Braaklaan 21, 1422 CT Uithoorn_2025-10-28.uniec3",,C,"151,54","209,36","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ter Braaklaan 21, 1422 CT Uithoorn, Nederland/Opname/Van adviseur/Ter Braaklaan 21, 1422 CT Uithoorn_2025-10-28.uniec3",Intergas Kombi Kompakt HRE 36/30 A,TAPW-OPWEK_TYPE_12,"1,79",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Marjoleinlaan 12, 1187 EJ Amstelveen",VERW-AFG_TYPE_AFG_VLV,"Marjoleinlaan 12, 1187 EJ Amstelveen_2025-10-29.uniec3",,A,"106,44","120,21","17,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Marjoleinlaan 12, 1187 EJ Amstelveen, Nederland/Opname/Van adviseur/Marjoleinlaan 12, 1187 EJ Amstelveen_2025-10-29.uniec3",Remeha Tzerra Ace 39c - niet meer leverbaar,TAPW-OPWEK_TYPE_12,"3,27",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Hornweg 136, 1432 GP Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Hornweg 136, 1432 GP Aalsmeer_2025-12-02.uniec3",6586,D,"207,86","282,99","6,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hornweg 136, 1432 GP Aalsmeer, Nederland/Opname/Van adviseur/Hornweg 136, 1432 GP Aalsmeer_2025-12-02.uniec3",Nefit Trendline HRC25 CW4,TAPW-OPWEK_TYPE_12,"1,28",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"J.C. van Epenstraat 32, 1019 GT Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"J.C. van Epenstraat 32, 1019 GT Amsterdam__2025-11-06.uniec3",,B,"99,47","167,65","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/J.C. van Epenstraat 32, 1019 GT Amsterdam, Nederland/Opname/Van adviseur/J.C. van Epenstraat 32, 1019 GT Amsterdam__2025-11-06.uniec3",Intergas Kombi Kompakt HRE 24/18 A,TAPW-OPWEK_TYPE_12,"3,54",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Aalsmeerderweg 226, 1432 CW Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Aalsmeerderweg 226, 1432 CW Aalsmeer_2025-02-09.uniec3",,E,"236,00","328,17","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Aalsmeerderweg 226, 1432 CW Aalsmeer/Opname/Van adviseur/Aalsmeerderweg 226, 1432 CW Aalsmeer_2025-02-09.uniec3",Remeha Tzerra Ace 39c,TAPW-OPWEK_TYPE_12,"0,79",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Stommeerweg 36, 1431 EW Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Stommeerweg 36, 1431 EW Aalsmeer_2025-08-24.uniec3",,C,"145,16","207,70","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Stommeerweg 36, 1431 EW Aalsmeer/Opname/Van adviseur/Stommeerweg 36, 1431 EW Aalsmeer_2025-08-24.uniec3",Atag i36ECZ,TAPW-OPWEK_TYPE_12,"2,26",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Ruigekade 20, 1428 RW Vrouwenakker",VERW-AFG_TYPE_AFG_VLV,"Ruigekade 20, 1428 RW Vrouwenakker_2025-08-21.uniec3",,A++,"109,98","61,07","68,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ruigekade 20, 1428 RW Vrouwenakker/Opname/Van adviseur/Ruigekade 20, 1428 RW Vrouwenakker_2025-08-21.uniec3",warmtepomp - voldoet aan tabel 9.28,TAPW-OPWEK_TYPE_1,"2,78",1,VARIANT_A1,,VERW-OPWEK_TYPE_A
"Edelenburg 123, 2135 EC Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Edelenburg 123, 2135 EC Hoofddorp_2025-05-21.uniec3",,A,"133,44","145,05","24,3",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Edelenburg 123, 2135 EC Hoofddorp/Opname/Van adviseur/Edelenburg 123, 2135 EC Hoofddorp_2025-05-21.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,59",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Kudelstaartseweg 254, 1433 GR Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Kudelstaartseweg 254, 1433 GR Kudelstaart_2025-09-05.uniec3",,A,"68,12","139,40","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kudelstaartseweg 254, 1433 GR Kudelstaart, Nederland/Opname/Van adviseur/Kudelstaartseweg 254, 1433 GR Kudelstaart_2025-09-05.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,56",9,VARIANT_C1,"0,975",VERW-OPWEK_TYPE_H
"Oleanderlaan 66, 1171 ZZ Badhoevedorp",VERW-AFG_TYPE_AFG_VLV,"Oleanderlaan 66, 1171 ZZ Badhoevedorp_2025-11-21.uniec3",,A+++,"78,56","39,85","70,2",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Oleanderlaan 66, 1171 ZZ Badhoevedorp, Nederland/Opname/Van adviseur/Oleanderlaan 66, 1171 ZZ Badhoevedorp_2025-11-21.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,10",3420,VARIANT_D2,,VERW-OPWEK_TYPE_A
"Einsteinlaan 299, 1171 VW Badhoevedorp_",VERW-AFG_TYPE_AFG_VENTRADCONV,"Einsteinlaan 299, 1171 VW Badhoevedorp__2025-10-23.uniec3",,B,"125,29","177,38","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Einsteinlaan 299, 1171 VW Badhoevedorp, Nederland/Opname/Van adviseur/Einsteinlaan 299, 1171 VW Badhoevedorp__2025-10-23.uniec3",Nefit Proline HRC24 CW4,TAPW-OPWEK_TYPE_12,"2,69",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
